label,x,y,size,level
Historia de la pintura,203,-1573,1.4142135623730951,2
Huejotzingo,-888,-1513,1,2
Idioma italiano,515,-1585,2.6457513110645907,2
Iglesia de San Miguel (Múnich),-927,-1547,1,2
Iglesia de San Vicente de Fora,-936,-1605,1,2
Iglesia de San Zacarías (Venecia),-889,-1491,1,2
Iglesia de Santa Maria Novella,-945,-1595,1,2
Innsbruck,-906,-1421,1,2
Intarsia,-1036,-1469,1,2
Iván III de Rusia,-955,-1346,1,2
Jacopo Peri,-993,-1338,1,2
Jacopo Pontormo,-952,-1401,1,2
Jacopo Sannazaro,-433,-1755,1.4142135623730951,2
Jacopo Sansovino,269,-1822,1.4142135623730951,2
Jacopo Vignola,-1007,-1361,1,2
Jacopo della Quercia,-866,-1623,1,2
Jakob Böhme,-988,-1370,1,2
Jan van Eyck,-819,-1062,2.23606797749979,2
Jan van Ruusbroec,-927,-1480,1,2
Jan van Scorel,-950,-1597,1,2
Jardín botánico,-530,-21,1.4142135623730951,2
Jardín italiano,-1013,-1344,1,2
Jean Bilhères de Lagraulas,-864,-1520,1,2
Jean Clouet,-897,-1518,1,2
Jean Cousin el Viejo,-1027,-1427,1,2
Jean Duvet,-948,-1351,1,2
Jean Fouquet,-1205,-1458,1.4142135623730951,2
Jean Goujon,-989,-1442,1,2
Jesuita,-748,-747,1.4142135623730951,2
Joachim Patinir,-913,-1575,1,2
Joachim du Bellay,-433,-759,1.4142135623730951,2
Johann Walther,-968,-1432,1,2
Johannes Gutenberg,-219,-185,2,2
Johannes Ockeghem,-993,-1590,1,2
Josquin des Prés,475,-1150,1.4142135623730951,2
Juan Bautista de Toledo,-1012,-1559,1,2
Juan Fernández de Navarrete,-866,-1543,1,2
Juan Luis Vives,-469,-1184,1.4142135623730951,2
Juan de Herrera,-1013,-1484,1,2
Juan de Juanes,-1001,-1348,1,2
Juan de Juni,-932,-1512,1,2
Juan de la Cruz,-8,-1532,1.4142135623730951,2
Juan de Álava,-961,-1573,1,2
Jules Michelet,-947,-1483,1,2
Julio II,-37,-1053,2,2
Kremlin,-1031,-1447,1,2
Kremlin de Moscú,-961,-1483,1,2
La Celestina,-383,-1291,1.4142135623730951,2
La Fornarina,-876,-1621,1,2
"La Virgen, el Niño Jesús y santa Ana",-933,-1438,1,2
La Virgen de las Rocas,-918,-1564,1,2
La cultura del Renacimiento en Italia,-1030,-1396,1,2
La Última Cena (Leonardo),-1007,-1576,1,2
Laberinto,-981,-1381,1,2
Laocoonte y sus hijos,231,-1532,2,2
Lazarillo de Tormes,-441,-1754,1.4142135623730951,2
"Le vite de' più eccellenti pittori, scultori e architettori",69,-1501,1.7320508075688772,2
Leonardo,-898,-1424,1,2
Leone Leoni,-1010,-1384,1,2
León X,-473,-392,1.7320508075688772,2
Linograbado,-603,-1469,1.4142135623730951,2
Literatura renacentista,-234,-1720,1.4142135623730951,2
Litomyšl,-898,-1511,1,2
Locarno,-938,-1519,1,2
Lodovico Castelvetro,-641,-1464,1.4142135623730951,2
Lope de Rueda,-1030,-1421,1,2
Lorenzo Valla,-351,-1094,2,2
Lorenzo de Médicis,-458,-1195,1.4142135623730951,2
Lorenzo el Magnífico,-973,-1370,1,2
Louvre,186,-1313,2.449489742783178,2
Luca Marenzio,-943,-1514,1,2
Luca Pacioli,106,493,1.4142135623730951,2
Luca della Robbia,-610,-1786,1.7320508075688772,2
Lucas Cranach el Viejo,-1033,-1487,1,2
Ludovico Ariosto,-958,-1364,1,2
Ludovico Gonzaga,-921,-1570,1,2
Ludovico Sforza,-1019,-1519,1,2
Luis de León,-872,-1500,1,2
Luis de Molina,-901,-1647,1,2
Luis de Morales,-979,-1414,1,2
Luís de Camões,-932,-1578,1,2
Mabuse,-923,-1376,1,2
Madera,-619,-1495,1.4142135623730951,2
Madonna (arte),-925,-1428,1,2
Madrid,-138,-10,3,2
Madrigal (música),-936,-1476,1,2
Maestro Eckhart,-1006,-1377,1,2
Mansarda,-948,-1521,1,2
Mantua,-973,-1544,1,2
Maquiavelo,85,-1442,2.23606797749979,2
Marioneta,-840,-1751,1.4142135623730951,2
Marsilio Ficino,-14,-895,2.449489742783178,2
Masaccio,-897,-1477,1,2
Mateo Pérez de Alesio,-987,-1392,1,2
Matteo Maria Boiardo,-864,-1580,1,2
Matthias Grünewald,-1008,-1468,1,2
Matías Corvino,-961,-1436,1,2
Mercado del arte,-605,-1485,1.4142135623730951,2
Michel de Montaigne,-405,-4,2.23606797749979,2
Michele Sanmicheli,264,-1815,1.4142135623730951,2
Michelozzo,-1023,-1391,1,2
Miguel Ángel,4,-797,2.449489742783178,2
Miguel Ángel Buonarroti,-482,-1115,1.4142135623730951,2
Mineral,-733,649,1.4142135623730951,2
Miniatura,116,-1245,2,2
Moisés de Miguel Ángel,-909,-1527,1,2
Monacato,-1126,-549,2,2
Monasterio de El Escorial,-932,-1560,1,2
Moscú,-455,-2063,1.4142135623730951,2
Movimiento cultural,-758,-747,1.4142135623730951,2
Murano,-889,-1596,1,2
Museo Nazionale del Bargello,-999,-1446,1,2
Museo de Historia del Arte de Viena,-886,-1636,1,2
Museo del Louvre,180,-1139,2,2
Mármol,-360,-751,2,2
Médici,145,-1371,1.7320508075688772,2
Médicis,-665,-728,1.4142135623730951,2
Música del Renacimiento,457,-1144,1.4142135623730951,2
Música renacentista,-895,-1588,1,2
Nacionalismo,-773,-160,2.8284271247461903,2
Nave (arquitectura),-920,-1517,1,2
Niccolò Machiavelli,-984,-1332,1,2
Niccolò dell'Abbate,-942,-1387,1,2
Nicola Pisano,254,-1827,1.4142135623730951,2
Nicolás Copérnico,1210,589,2.8284271247461903,2
Nicolás de Cusa,-518,-14,1.4142135623730951,2
Niklaus Manuel,-976,-1486,1,2
Ninfeo,-958,-1456,1,2
Nueva España,-726,-137,1.7320508075688772,2
Nápoles,71,-1593,1.7320508075688772,2
Núremberg,7,-893,1.7320508075688772,2
Orden corintio,-127,-1750,1.7320508075688772,2
Orden dórico,-117,-1746,1.7320508075688772,2
Orden gigante,-1018,-1401,1,2
Orden toscano,-1000,-1386,1,2
Orfebrería,65,-1513,1.7320508075688772,2
Orfeo (ópera),-972,-1552,1,2
Orlando di Lasso,466,-1147,1.4142135623730951,2
Oro,-639,-1495,1.4142135623730951,2
Orografía,-1018,-1437,1,2
Orquesta,207,-1236,1.7320508075688772,2
Ortografía,621,-1,2.23606797749979,2
Ottaviano Petrucci,-873,-1476,1,2
Paisajismo,-647,-1484,1.4142135623730951,2
Palacio Barberini,113,-1573,1.4142135623730951,2
Palacio Grimani,-992,-1501,1,2
Palacio Medici−Riccardi,-950,-1489,1,2
Palacio Pitti,-940,-1488,1,2
Palacio Rucellai,-1009,-1398,1,2
Palacio de Carlos V,-739,-1937,1.4142135623730951,2
Palacio de Fontainebleau,-1016,-1458,1,2
Palacio de Nonsuch,-892,-1428,1,2
Palacio de las Tullerías,-986,-1416,1,2
Palacio del Té,-933,-1404,1,2
Palma el Viejo,-969,-1600,1,2
Pantaleón (comedia del arte),-871,-1534,1,2
Paolo Uccello,-854,-1567,1,2
Paolo Veronese,143,-1732,1.7320508075688772,2
Paolo de San Leocadio,-948,-1646,1,2
Paracelso,-14,-1544,1.4142135623730951,2
Parmigianino,-651,-1466,1.4142135623730951,2
Parterre,-966,-1475,1,2
París,-253,-781,3,2
Paulo III,-914,-1523,1,2
Pavana,-1016,-1419,1,2
Payaso,-939,-1450,1,2
Pebetero,-988,-1452,1,2
Pedro Berruguete,-872,-1578,1,2
Pedro de Machuca,-940,-1395,1,2
Pentagrama,-1021,-1448,1,2
Perspectiva,395,-30,2.6457513110645907,2
Perugino,-609,-1475,1.4142135623730951,2
Peter Vischer,-994,-1379,1,2
Philibert de l'Orme,216,-1594,1.4142135623730951,2
Philipp Melanchthon,202,-120,1.4142135623730951,2
Piazza della Signoria,-1030,-1478,1,2
Picaresca,-426,-1762,1.4142135623730951,2
Piedad del Vaticano,-970,-1503,1,2
Pienza,-887,-1534,1,2
Piero della Francesca,-425,-1193,1.7320508075688772,2
Pierre Charron,-975,-1347,1,2
Pierre Lescot,-888,-1462,1,2
Pierre de Ronsard,-897,-1464,1,2
Pierre de la Ramée,-1015,-1377,1,2
Pierrot,-937,-1370,1,2
Pietro Aretino,-904,-1407,1,2
Pietro Bembo,-971,-1393,1,2
Pietro Torrigiano,-971,-1445,1,2
Pilastra,-857,-1541,1,2
Pilsen,-987,-1558,1,2
Pintura al óleo,-917,-1484,1.7320508075688772,2
Pintura del Barroco,-903,-1556,1,2
Pintura flamenca (siglos XV y XVI),-987,-1355,1,2
Pintura renacentista,-923,-1448,1,2
Pinturicchio,-492,-1117,1.4142135623730951,2
Plata,-589,-1449,1.4142135623730951,2
Plateresco,-1217,-1511,1.4142135623730951,2
Polichinela,-1008,-1445,1,2
Policromía,-514,-1858,1.7320508075688772,2
Polifonía,215,-1224,1.7320508075688772,2
Portugal,-565,-379,3,2
Poznan,-909,-1561,1,2
Primaticcio,-949,-1512,1,2
Primer Renacimiento,-966,-1404,1,2
Puerta del Paraíso,-943,-1463,1,2
Purismo (arte),-990,-1578,1,2
Purismo renacentista,-979,-1478,1,2
Pío II,-456,-1173,1.4142135623730951,2
Pórtico,-930,-1606,1,2
Póstnik Yákovlev,-955,-1617,1,2
Quattrocento,-844,-1328,1.7320508075688772,2
Quentin Metsys,-959,-1357,1,2
Raffaello Sanzio,-925,-1459,1,2
Reforma protestante,-434,-886,3,2
Renacimiento (desambiguación),-982,-1404,1,2
Renacimiento alemán,-896,-1624,1,2
Renacimiento del siglo XII,-157,-728,1.7320508075688772,2
Renacimiento en Polonia,-887,-1542,1,2
Renacimiento español,-975,-1381,1,2
Renacimiento francés,-994,-1466,1,2
Renacimiento italiano,7,-258,2.6457513110645907,2
Republicanismo,-68,-487,1.4142135623730951,2
República,-990,-336,2.449489742783178,2
República de Florencia,-131,-1405,1.4142135623730951,2
Retablo,-616,-1801,1.7320508075688772,2
Retrato,-850,-1719,2,2
Rey de Nápoles,-992,-1486,1,2
Reyes Católicos,-1221,-1493,1.4142135623730951,2
Rococó,-336,-1275,2.449489742783178,2
Rodolfo II,-949,-1542,1,2
Rodrigo Gil de Hontañón,-878,-1632,1,2
Rogier van der Weyden,-918,-1507,1,2
Rosso Fiorentino,-932,-1638,1,2
Ruta del Cabo,-935,-1550,1,2
Saco de Roma,-927,-1394,1,2
Sacro Imperio Romano Germánico,-1213,-1436,1.4142135623730951,2
Saint-Germain-en-Laye,-399,-935,1.4142135623730951,2
Salamanca,-1219,-1475,1.4142135623730951,2
San Juan Bautista (Leonardo),-997,-1354,1,2
San Juan de la Cruz,-1012,-1407,1,2
San Lorenzo de El Escorial,-883,-1643,1,2
Sandro Botticelli,75,-1022,2,2
Santa María del Fiore,-1217,-1500,1.4142135623730951,2
Santa Teresa de Jesús,3,-1531,1.4142135623730951,2
Santi Gucci,-867,-1528,1,2
Santo Domingo el Antiguo,-873,-1516,1,2
Sebastian Brant,-1020,-1542,1,2
Sebastian Franck,-987,-1339,1,2
Sebastiano Serlio,213,-1580,1.4142135623730951,2
Sebastiano del Piombo,-901,-1575,1,2
Sección áurea,-972,-1627,1,2
Segismundo I de Polonia,-936,-1361,1,2
Sevilla,-1213,-1459,1.4142135623730951,2
Sforza,-959,-1409,1,2
Sfumato,-939,-1575,1,2
Simetría,-292,-297,1.7320508075688772,2
Simon Pereyns,-995,-1400,1,2
Sinfonía,224,-1219,1.7320508075688772,2
Stiacciato,-921,-1525,1,2
Sueño de Polífilo,-893,-1615,1,2
Talla de madera,-623,-1487,1.4142135623730951,2
Tapiz,-891,-1526,1,2
Tartaglia,91,488,1.4142135623730951,2
Templete,-879,-1551,1,2
Teocentrismo,-775,-1008,2,2
Tepeaca,-1024,-1531,1,2
Teresa de Jesús,8,-1541,1.4142135623730951,2
Testero (arquitectura),-1018,-1352,1,2
Thoinot Arbeau,-963,-1447,1,2
Thomas Wyatt,-1008,-1354,1,2
Tinta,-613,-1488,1.4142135623730951,2
Tintoretto,-620,-1477,1.4142135623730951,2
Tivoli,-1025,-1499,1,2
Tiziano,299,-1004,2,2
Toledo,-768,-1301,1.7320508075688772,2
Tomar,-866,-1570,1,2
Tomás Luis de Victoria,486,-1146,1.4142135623730951,2
Tomás Moro,32,-1123,2.23606797749979,2
Tomás de Kempis,-1214,-1447,1.4142135623730951,2
Tondo,-979,-1607,1,2
Topiaria,-980,-1530,1,2
Torquato Tasso,-1005,-1550,1,2
Torso Belvedere,-973,-1521,1,2
Toscana,-113,-1408,1.4142135623730951,2
Tourdion,-994,-1570,1,2
Trampantojo,-603,-2032,1.4142135623730951,2
Ulrich von Hutten,-972,-1595,1,2
Umbría (Italia),-946,-1562,1,2
Urbanismo,433,-414,2.449489742783178,2
Urbino,-921,-1407,1,2
Utopía (Tomás Moro),-979,-1452,1,2
Valentin Bapst,-956,-1627,1,2
Vasco da Gama,-960,-1600,1,2
Vegetal,93,-24,1.7320508075688772,2
Venecia,-31,-1566,2.6457513110645907,2
Venus (mitología),160,-1370,1.7320508075688772,2
Vernáculo,-521,-29,1.4142135623730951,2
Vesalio,-17,-1555,1.4142135623730951,2
Vicente Macip,-1030,-1514,1,2
Vidrio,45,-1504,1.7320508075688772,2
Villandry,-922,-1556,1,2
Vincenzo Foppa,-904,-1498,1,2
Vincenzo Scamozzi,581,-1752,1.7320508075688772,2
Vitruvio,-635,-1486,1.4142135623730951,2
Vittore Carpaccio,-886,-1610,1,2
Voluta (arquitectura),-930,-1375,1,2
Xilografía,-50,-619,2,2
Yeso,-189,-1725,2,2
Zwinglio,-893,-1574,1,2
Ángeles arcabuceros,-902,-1524,1,2
Évora,-854,-1561,1,2
Úbeda,-932,-1432,1,2
Mario Codussi,-898,-1580,1,2
Hubert Gerhard,-962,-1333,1,2
Clemente Camicia,-920,-1652,1,2
Giovanni Dalmata,-953,-1423,1,2
Attavante degli Attavanti,-994,-1421,1,2
Andrea Ferracci,-898,-1539,1,2
Franciscus Italus,-940,-1585,1,2
Gian Maria Mosca,-881,-1558,1,2
Giovanni Battista di Quadro,-910,-1428,1,2
Girolamo Canavesi,-929,-1414,1,2
Hans Sues von Kulmbach,-926,-1489,1,2
Louz von Kitzingen,-1012,-1514,1,2
Martin Koeber,-941,-1536,1,2
Aloisio Nuovo,-948,-1614,1,2
Agua regia,-976,-1396,1,2
Aguacate,-1008,-1474,1,2
Alfonso Emilio Pérez Sánchez,-915,-1412,1,2
Ambroise Paré,-990,-1479,1,2
Andreas Libavius,-922,-1509,1,2
Andrés Vesalio,-1116,478,1.4142135623730951,2
Aristarco de Samos,775,181,2.23606797749979,2
Astronomia nova,-1005,-1482,1,2
Azafrán,-977,-1511,1,2
Bajo Renacimiento,-905,-1618,1,2
Bartolomeo Eustachio,-933,-1652,1,2
Bernard Palissy,-993,-1549,1,2
Bombacho,-945,-1471,1,2
Bordado,-925,-1582,1,2
Cacahuete,-917,-1448,1,2
Cacao,-1006,-1339,1,2
Canela,-959,-1402,1,2
Cartografía,575,301,2.23606797749979,2
Caspar Bauhin,-974,-1403,1,2
Caída de Constantinopla,-876,-1287,1.7320508075688772,2
Christoph Rudolff,-975,-1421,1,2
Cinc,-959,-1508,1,2
Circulación pulmonar,-966,-1533,1,2
Cirugía,43,-486,1.7320508075688772,2
Conrad von Gesner,-916,-1422,1,2
Corsé,-942,-1626,1,2
Crinolina,-979,-1583,1,2
Cápsulas suprarrenales,-1000,-1462,1,2
De humani corporis fabrica,-1117,488,1.4142135623730951,2
De revolutionibus orbium coelestium,1332,328,1.7320508075688772,2
Ecuación de cuarto grado,-928,-1451,1,2
Ecuación de tercer grado,-932,-1568,1,2
Estaño,-583,-1497,1.7320508075688772,2
Fracciones decimales,-1000,-1488,1,2
François Viète,94,496,1.4142135623730951,2
Frijol,-1007,-1492,1,2
Gabriele Falloppio,-1039,-1411,1,2
Gastronomía,-609,-1458,1.4142135623730951,2
George Sarton,-997,-1436,1,2
Georgius Agricola,-6,-1545,1.4142135623730951,2
Gerardus Mercator,526,-620,1.4142135623730951,2
Gerolamo Cardano,93,755,1.7320508075688772,2
Gorguera,-885,-1507,1,2
Gregorio XIII,-956,-1388,1,2
Hallazgos médicos en el Renacimiento,-960,-1380,1,2
Hombre vitruviano,-676,-729,1.4142135623730951,2
Isaac Asimov,-882,-710,1.7320508075688772,2
Johann Müller Regiomontano,-953,-1475,1,2
Johannes Kepler,1219,799,2.23606797749979,2
Juan Antonio Ramírez,-961,-1497,1,2
Jubón,-948,-1573,1,2
Julián Marías,-1001,-1591,1,2
Literatura del Renacimiento,-887,-1555,1,2
Lodovico Ferrari,-979,-1595,1,2
Lynn Thorndike,-912,-1620,1,2
M. Boas Hall,-977,-1561,1,2
Mangifera indica,-904,-1457,1,2
Maíz,-890,-1475,1,2
Microscopio,597,517,1.7320508075688772,2
Mineralogía,-938,-1505,1,2
Mostaza,-885,-1482,1,2
Niccolò Fontana Tartaglia,-1017,-1512,1,2
Nominalismo,-1211,-1479,1.4142135623730951,2
Novum organum,-878,-1492,1,2
Nuez moscada,-902,-1448,1,2
Números imaginarios,-990,-1529,1,2
Paleogeografía,512,-607,1.4142135623730951,2
Pasamanería,-912,-1465,1,2
Patata,-979,-1499,1,2
Peluquería,-640,-1449,1.4142135623730951,2
Pimienta,-1003,-1513,1,2
Pimiento,-949,-1438,1,2
Piña (fruta),-945,-1374,1,2
Polimatía,-894,-1567,1,2
Prerrenacimiento,541,-1214,1.4142135623730951,2
Química,833,550,3,2
Rafael Bombelli,-988,-1496,1,2
Renacimiento en Hungría,-899,-1597,1,2
Renacimiento flamenco,-967,-1496,1,2
Renacimiento inglés,-261,-1481,1.4142135623730951,2
Renacimiento nórdico,-873,-1547,1,2
Simon Stevin,99,486,1.4142135623730951,2
Sulfato amónico,-869,-1558,1,2
Syzygium aromaticum,-976,-1576,1,2
Tabaco,-706,230,1.4142135623730951,2
Teoría geocéntrica,1349,336,1.7320508075688772,2
Teoría heliocéntrica,892,-63,1.4142135623730951,2
Tomate,-914,-1642,1,2
Trigonometría,-726,-1567,1.4142135623730951,2
Tycho Brahe,1165,494,1.7320508075688772,2
Ulisse Aldrovandi,-938,-1620,1,2
Uraniborg,-907,-1543,1,2
Vainilla,-962,-1370,1,2
Víctor Nieto Alcaide,-967,-1348,1,2
Zacharias Janssen,-945,-1361,1,2
Zoología,151,992,1.7320508075688772,2
Ácido clorhídrico,-1026,-1404,1,2
Peter Dear,-968,-1422,1,2
Archivo:Orfeo - Toccata.ogg,-878,-1462,1,2
Portal:Responsabilidad civil,-1374,-1656,1,2
Portal:Derecho,-1308,-534,2.449489742783178,2
Antijuridicidad,-1355,-1655,1,2
Cirugía estética,-1362,-1672,1,2
Colegio profesional,-1363,-1636,1,2
Cuasidelito,-1374,-1679,1,2
Código Civil,-1482,-854,1.7320508075688772,2
Código Civil Argentino,-1375,-1635,1,2
Código Civil chileno,-1407,-1435,1.4142135623730951,2
Código Civil español,-1402,-1421,1.4142135623730951,2
Daño,-1366,-1643,1,2
Daño (Derecho),-1393,-1612,1,2
Daño moral,-1360,-1625,1,2
Delito,-1246,-512,2,2
Demandante,-1399,-1660,1,2
Derecho argentino,-1381,-1659,1,2
Derecho civil,-893,-168,3,2
Dolo,-1411,-1426,1.4142135623730951,2
Fuerza mayor,-1423,-1440,1.4142135623730951,2
Indemnización de perjuicios,-1365,-1619,1,2
Infracción,-1381,-1681,1,2
Lex artis,-1366,-1662,1,2
Luis Díez-Picazo,-1422,-1432,1.4142135623730951,2
Negotiorum gestio,-1395,-1658,1,2
Orden público,-1476,-844,1.7320508075688772,2
Patrimonio,-1500,-1458,1.7320508075688772,2
Pena pecuniaria,-1379,-1672,1,2
Pena privativa de libertad,-1385,-1669,1,2
Poder Judicial,-1256,10,2,2
Poder legislativo,-1194,36,2.23606797749979,2
Prevención general,-1382,-1624,1,2
Rehabilitación,-1375,-1609,1,2
Reinserción social,-1355,-1669,1,2
Represión,-1400,-1667,1,2
Responsabilidad contractual,-1467,-851,1.7320508075688772,2
Responsabilidad del Estado,-1406,-1669,1,2
Responsabilidad extracontractual,-1392,-1655,1,2
Responsabilidad penal,-1388,-1682,1,2
Sanción,-1355,-1648,1,2
Víctima,-1367,-1681,1,2
Antonio Gullón,-1386,-1631,1,2
Hecho ilícito,-1374,-1665,1,2
Alterum non laedere,-1358,-1662,1,2
Daño patrimonial,-1386,-1607,1,2
Relación de causalidad,-1372,-1649,1,2
Teoría de la equivalencia,-1373,-1623,1,2
Teoría de la causa adecuada,-1394,-1630,1,2
Teoría de la causa próxima,-1377,-1651,1,2
Teoría de la causa eficiente,-1392,-1669,1,2
Criterio de imputación de la responsabilidad,-1347,-1650,1,2
Teoría subjetiva o por culpa,-1403,-1635,1,2
Teoría del riesgo,-1385,-1653,1,2
Ex lege,-1385,-1643,1,2
Teoría objetiva o estricta,-1393,-1639,1,2
Cúmulo de responsabilidades,-1396,-1680,1,2
Falta de servicio,-1393,-1649,1,2
Riesgo creado,-1366,-1656,1,2
Albertus Magnus,750,1067,1,2
Alhazen,748,1061,1,2
Argumento,696,1361,3,2
Averroes,-588,235,3,2
Avicena,-190,611,2.8284271247461903,2
Axioma,636,1610,3,2
Basilio de Cesarea,757,1059,1,2
Categórico,885,1687,1.4142135623730951,2
Conformidad,747,1045,1,2
Conjetura,366,1324,1.4142135623730951,2
Crítica de la razón pura,987,903,2.6457513110645907,2
Cualidad,280,760,1.7320508075688772,2
Curva normal,735,1071,1,2
Día nacional de la razón,736,1066,1,2
Escuela de Salamanca,-52,150,2.23606797749979,2
Evidencia (filosofía),646,1394,2.23606797749979,2
Explicación,658,1366,2,2
Fantasmagoría,739,1072,1,2
Formal,749,1035,1,2
Gregorio de Nisa,750,1054,1,2
Idealismo,514,550,3,2
Juicio (pensamiento),545,1456,1.4142135623730951,2
Kurt Gödel,757,1571,3,2
Ley Natural,732,1038,1,2
Lógica deductiva,746,1075,1,2
Lógica formal,1206,1234,2.449489742783178,2
María Zambrano,720,534,1.7320508075688772,2
Necesario,818,1700,1.7320508075688772,2
Principio de contradicción,756,1027,1,2
Principio de no contradicción,476,1543,2,2
Principio de razón suficiente,497,1369,2,2
Principio del tercero excluido,578,1573,1.7320508075688772,2
Probabilidad,985,1311,2,2
Propiedad (lógica),758,1478,2.6457513110645907,2
Práctica,755,1035,1,2
Razonamiento,726,1693,3,2
Razón (desambiguación),743,1039,1,2
Razón vital,743,1027,1,2
Roger Bacon,-260,-511,1.7320508075688772,2
Sabiduría,-20,1258,2,2
Sesgo de confirmación,734,1029,1,2
Silogismo,852,918,2.449489742783178,2
Teoría de la argumentación,1090,1016,2,2
Thomas Hobbes,318,291,2.8284271247461903,2
Universal (metafísica),604,1430,2.23606797749979,2
Armonía de las esferas,588,-179,1,2
Armónico,1174,-437,1.4142135623730951,2
Arquitas,385,-437,1.4142135623730951,2
Astrolabio,1522,610,1.4142135623730951,2
Beda,571,-1106,1.7320508075688772,2
Boecio,264,-321,3,2
Cataluña,-109,-206,1.4142135623730951,2
Cero,-424,292,1.7320508075688772,2
Cristiandad,-792,-296,2.6457513110645907,2
Daniel Coit Gilman,628,-182,1,2
Eclecticismo,-41,-891,1.4142135623730951,2
Espacio-tiempo,1204,1022,2.8284271247461903,2
Espacio (física),684,723,2.8284271247461903,2
Fiesta movible,599,-177,1,2
Jewish Encyclopedia,578,-174,1,2
King's College de Londres,180,-1528,1.4142135623730951,2
Monasterio,13,-580,2.23606797749979,2
Monje,-755,891,1.4142135623730951,2
Mundo islámico,-379,311,2.23606797749979,2
New International Encyclopedia,676,-205,1,2
Nicómaco de Gerasa,470,1249,1.4142135623730951,2
Número,712,1620,2.6457513110645907,2
Obispo,-1119,-671,1.7320508075688772,2
Pitagóricos,685,-205,1,2
Porfirio,607,-175,1,2
Proclo,592,-161,1,2
Sarraceno,579,-182,1,2
Silvestre II,-770,-755,1.4142135623730951,2
Teoría musical,1183,-435,1.4142135623730951,2
Tiempo,726,145,3,2
Vich,573,-167,1,2
Vikingo,-549,-1531,1.7320508075688772,2
Álgebra,711,1829,2.6457513110645907,2
Britannica Online,592,-170,1,2
